TIPOINTERVENTO;Tipo intervento;LONGITUDINE;LATITUDINE
;Altro;9.17937540045;45.4579168947
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.17675667505;45.4628689333
SCIA Art. 22 dpr 380/01: 3 interventi di ristrutturazione edilizia (leggera) di cui all'articolo 3  comma 1  lettera d) del DPR 380/01 rivolti a trasformare gli organismi edilizi mediante un insieme sistematico di opere che possono portare ad un organismo edilizio in tutto o in parte diverso dal precedente ad esclusione dei casi di cui all'art. 10 comma 1 lettera c) del D.P.R. 380/2001 (Attività n. 7 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera c) del d.P.R. n. 380/01 );Altro;9.20849176256;45.4952251998
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.22098407323;45.4654680528
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18545817683;45.487468997
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.15377223725;45.5162595783
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22620893071;45.4931230018
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.21204948743;45.4362385892
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.20425656101;45.4535171823
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.20450408786;45.4668144915
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.1362;45.5078
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19489185852;45.4684400891
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21866663438;45.5198484874
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18705645598;45.4955069885
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2140411696;45.4822137992
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22043197139;45.4749366511
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2134529931;45.4672275347
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.15369647551;45.4471111129
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.1848267494;45.491374618
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22628443439;45.4929132902
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.25264558195;45.4537252023
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 )+SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.2454799556;45.4505134515
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.1809916394;45.4587632567
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.17515149722;45.4653387211
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.25885744442;45.4712187623
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.21340280542;45.470083767
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.14153128516;45.4955581776
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19028117687;45.4496432335
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.16835865561;45.4972735914
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.20495169436;45.4646364344
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.15068044247;45.4670571521
PDC 1.1.6 Nuova costruzione [DPR 380/01 - Art.3 - c. 1 - lett. e]: interventi pertinenziali che le norme tecniche degli strumenti urbanistici -in relazione alla zonizzazione e al pregio ambientale e paesaggistico delle aree- qualifichino come interventi di nuova costruzione ovvero che comportino la realizzazione di un volume superiore al 20% del volume dell'edificio principale (Attivita' n. 17 - Tabella A - Sez. II del d.lgs. 222/2016);Nuova costruzione;9.18297967063436;45.4832446789586
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.18543227617589;45.4910210550331
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.24717968116;45.5025653391
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22051346943;45.4662432285
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19747637455;45.4990711751
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.19543360178;45.465341227
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19360941189;45.4690357001
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.10668911679;45.4768750169
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.2233504396;45.4984416254
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.13476973945;45.468053769
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.18929804774;45.4419061473
Nuova costruzione - urbanizzazione primaria e secondaria - art.3.1 lettera e.2) DPR 380/2001+SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Nuova costruzione;9.19064994577;45.4681708879
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.15764536456;45.4871917217
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.20508722325127;45.4531747107853
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.17964439225;45.4468609029
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.24077905744;45.4648177408
;Altro;9.12570928883;45.4957917847
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.18206760847;45.4502547919
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.1782957476;45.4433591558
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18873591237993;45.488401149647
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21338175817;45.4710275471
PDC 1.4 interventi assoggettati a SCIA per i quali (Art. 22 - c. 7 DPR 380/01) e' facolta' dell'avente titolo richiedere il rilascio del permesso di costruire (*). Specificare il tipo d'intervento: .........................................................................................;Variazione interna o esterna;9.17982972926;45.4798928332
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21127895514;45.519786411
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.2162969197;45.4794954345
CILA 2 -  Interventi di restauro e risanamento conservativo di cui all'articolo 3 - comma 1 - lettera c) del d.P.R. n. 380/2001 qualora non riguardino parti strutturali dell'edificio (Attività n. 5 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222);Restauro o risanamento;9.15291696956;45.4854592688
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.18686795394;45.487001841
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.16973106797;45.5145653176
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22494200154;45.5140969959
SCIA art. 23 DPR 380/01: 3 interventi di nuova costruzione qualora siano in diretta esecuzione di strumenti urbanistici generali recanti precise disposizioni plano-volumetriche (Attività n. 10 - Tabella A - Sez. II del d.lgs. 222/2016);Nuova costruzione;9.16163063842;45.5054077159
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19944503689;45.4865780473
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22885321509;45.4921304761
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2426440768;45.5064624399
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22453379146;45.4409771793
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.21738187088;45.4417319456
PDC 1.3 Ristrutturazione edilizia che portino a organismo edilizio in tutto o in parte diverso dal precedente e che comportino modifiche della volumetria complessiva di edifici/prospetti o (limitatamente agli immobili compresi nelle zone A) comportino mutamenti della destinazione d'uso nonche' gli interventi che comportino modificazioni della sagoma di immobili sottoposti a vincoli ai sensi del DL 42/04 (Attivita' n. 8 - Tabella A - Sez. II del d.lgs. 222/2016);Variazione interna o esterna;9.20266313482;45.4700343285
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.18387117268;45.4340479456
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21594945673243;45.4623478039791
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21397555464;45.4727331782
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.14666316596;45.504096309
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.17274484685;45.4775783662
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.20165386223537;45.4637043948019
